# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = est_model9_model
# start_datetime = 2023-11-09 00:36:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 200
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/standata-524113a2cad.json
# init = 2 (Default)
# random
#   seed = 3283
# output
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model9-202311090036-2-7c2185.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model9-profile-202311090036-2-24d491.csv
# stanc_version = stanc3 v2.27.0
# stancflags = --include-paths=/Users/sahoko/GitHub/ANOVA-GP-model-selection/Code/Stan --name=est_model9_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha1,alpha2,alpha3,sigma
-4106.88,0.988566,0.180384,5,31,0,4109.85,4.85772,0.0462204,0.117269,0.0371327,0.991898
-4106.83,0.988038,0.290466,3,15,0,4109.34,4.34788,0.0718354,0.101521,0.0414455,0.992813
-4106.55,0.991733,0.464083,3,7,0,4107.68,4.44729,0.0599456,0.14495,0.0341167,0.99715
-4106.55,0.0711561,1.48642,1,3,1,4107.55,4.44729,0.0599456,0.14495,0.0341167,0.99715
-4106.55,0,3.95026,0,1,1,4110.33,4.44729,0.0599456,0.14495,0.0341167,0.99715
-4105.2,0.987637,0.404717,3,15,0,4108,5.24391,0.0567312,0.10603,0.030155,0.991503
-4106.31,0.955154,0.416882,3,15,0,4107.07,4.62577,0.0678261,0.0921732,0.0338318,0.995321
-4108.22,0.891194,0.501692,3,7,0,4111.02,5.32985,0.0411408,0.112247,0.0286013,0.995776
-4107.06,0.991824,0.568198,3,7,0,4110.11,5.51035,0.0475274,0.104691,0.0259726,0.999872
-4106.24,0.690839,0.936116,2,3,0,4108.19,5.17317,0.0481602,0.101642,0.0323435,1.00368
-4106.9,0.916789,0.636572,3,7,0,4107.92,5.40458,0.0530116,0.105724,0.0264484,0.984479
-4108.26,0.516423,0.891331,2,3,0,4110.36,5.44192,0.0650603,0.0830435,0.0277393,1.00473
-4106.82,0.993081,0.3591,3,7,0,4109.64,4.75574,0.0500541,0.102247,0.0368885,0.983146
-4107.58,0.885477,0.657871,3,7,0,4109.39,4.79578,0.0529718,0.139836,0.0369306,0.998959
-4106.49,0.788072,0.864837,2,3,0,4108.1,4.74909,0.0594934,0.136612,0.0332345,0.987485
-4107.19,0.327786,0.840114,3,7,0,4109.65,4.1065,0.0768592,0.114503,0.0426972,0.990173
-4106.46,0.977154,0.193587,4,31,0,4112.01,3.81431,0.0717107,0.129637,0.0411947,0.995302
-4108.34,0.936811,0.344445,3,7,0,4108.79,3.46618,0.0674742,0.136915,0.0434476,0.993913
-4106.87,0.911697,0.538919,3,7,0,4109.41,3.94179,0.0694225,0.128904,0.033028,0.993763
-4106.46,0.578751,0.777611,2,5,0,4110.98,5.59687,0.0611028,0.0941305,0.0272499,0.994613
