# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = est_model5_model
# start_datetime = 2023-11-09 00:24:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 200
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/standata-524593d10c0.json
# init = 2 (Default)
# random
#   seed = 3283
# output
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model5-202311090024-1-2eca95.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model5-profile-202311090024-1-2becd4.csv
# stanc_version = stanc3 v2.27.0
# stancflags = --include-paths=/Users/sahoko/GitHub/ANOVA-GP-model-selection/Code/Stan --name=est_model5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha1,alpha2,alpha3,sigma
-4108.32,0.000148945,1.12614,2,3,0,4111.27,5.14364,0.0391224,0.118568,0.0487084,0.995399
-4106.81,0.999945,0.107586,4,15,0,4108.76,5.07348,0.0446182,0.112354,0.043733,0.994378
-4107.72,0.997064,0.142588,3,15,0,4107.93,5.2024,0.0426587,0.118136,0.0421632,0.996783
-4107.26,0.989154,0.218179,4,15,0,4108.65,4.50819,0.0570865,0.0981789,0.0462894,0.986015
-4109.52,0.872681,0.356155,4,15,0,4111.9,5.08905,0.0503524,0.139477,0.0480724,0.996485
-4108.12,1,0.426213,2,3,0,4109.82,4.95587,0.0490124,0.13189,0.0489733,1.00111
-4110.22,0.892846,0.779036,2,3,0,4111.35,5.18351,0.064922,0.0948736,0.048202,0.9958
-4110.22,0.0402195,1.03426,2,3,0,4112.59,5.18351,0.064922,0.0948736,0.048202,0.9958
-4108.58,0.999619,0.093352,5,63,0,4114.06,3.46377,0.0615709,0.131639,0.0535588,1.00279
-4108.38,0.990966,0.1762,5,31,0,4111.46,4.24242,0.0666314,0.135461,0.0463897,0.991876
-4107.94,0.901207,0.324924,3,15,0,4112.73,4.9846,0.0565226,0.119889,0.0461785,0.994135
-4108.08,0.991411,0.452027,4,15,0,4110.53,4.80546,0.0443284,0.117692,0.0414407,1.00464
-4108.08,0.0488878,0.832728,1,1,0,4111.53,4.80546,0.0443284,0.117692,0.0414407,1.00464
-4108.39,0.994269,0.0822573,5,31,0,4115.03,4.20967,0.0507984,0.132202,0.041269,1.00103
-4108.82,0.996599,0.154044,5,31,0,4110.87,5.1227,0.0595383,0.0946077,0.0393135,0.987289
-4109.4,0.99347,0.288502,4,31,0,4111.22,5.7152,0.0365054,0.0939925,0.0467617,0.988425
-4107.49,0.961993,0.53084,3,15,0,4112.02,3.77944,0.0601938,0.132485,0.0470879,0.993592
-4106.56,1,0.880778,2,3,0,4107.64,4.20419,0.0625302,0.109772,0.0542361,0.990877
-4106.56,2.5655e-10,1.6242,1,1,0,4108.43,4.20419,0.0625302,0.109772,0.0542361,0.990877
-4107.66,0.977445,0.154223,4,23,0,4109.08,3.85718,0.0576415,0.123778,0.0525678,1.00698
-4110.91,0.918767,0.267584,3,15,0,4112.79,4.22676,0.0472526,0.138505,0.0559236,0.973701
-4106.07,1,0.388,3,7,0,4111.98,4.50375,0.0535753,0.112213,0.0568959,0.998045
-4107.73,0.824385,0.706722,2,3,0,4108.68,3.80483,0.0674458,0.122838,0.0472947,0.991796
-4107.48,0.385561,0.771609,3,7,0,4110.37,4.02796,0.0596767,0.15013,0.051163,0.991604
-4107.54,0.954829,0.242705,3,15,0,4110.99,4.13254,0.0505969,0.107759,0.0518586,0.987277
-4106.78,1,0.38524,4,15,0,4108.8,4.89523,0.0473843,0.10674,0.0509559,0.98606
-4107.66,0.605837,0.688124,3,7,0,4109.41,4.87257,0.0570725,0.108939,0.0403967,0.987963
-4106.51,0.982143,0.409873,3,15,0,4109.98,4.13538,0.0547457,0.129387,0.0636745,0.990081
-4107.04,0.505096,0.690167,3,11,0,4109.6,4.57131,0.0486932,0.104405,0.0607092,1.0019
-4108.89,0.967284,0.315373,3,15,0,4111.31,5.23778,0.0393133,0.0950142,0.0574697,1.00035
-4106.33,0.954094,0.506947,3,7,0,4110.11,4.24653,0.0538085,0.112168,0.0608779,0.999337
-4106.62,0.846539,0.780614,3,11,0,4107.51,5.02116,0.0497078,0.107705,0.0465946,1.00076
-4108.59,0.488362,0.897592,3,7,0,4110.82,5.55439,0.0486775,0.0843191,0.0369421,0.988147
-4106.4,0.847304,0.401542,3,15,0,4111.56,4.83474,0.0464213,0.105747,0.0506368,0.999801
-4107.92,0.843883,0.464001,3,7,0,4111.24,4.69331,0.0460947,0.092186,0.0571891,1.00112
-4109.51,0.72339,0.530219,3,7,0,4112.38,4.87888,0.0529979,0.0993202,0.0691395,0.985528
-4107.35,0.988888,0.443673,3,7,0,4110.3,4.12682,0.0546405,0.151635,0.0533013,0.99309
-4106.06,0.996742,0.732362,2,7,0,4107.84,4.45922,0.0488653,0.112157,0.0516144,0.996115
-4106.06,8.25206e-06,1.2238,1,1,0,4107.6,4.45922,0.0488653,0.112157,0.0516144,0.996115
-4106.45,0.993865,0.166108,4,31,0,4108.3,4.06737,0.0517591,0.120519,0.0593208,0.998357
-4109.06,0.975324,0.276475,4,31,0,4110.88,5.10431,0.0613875,0.085826,0.0406476,0.994673
-4109.8,0.962929,0.436247,2,3,0,4110.28,4.9703,0.0632786,0.0852891,0.0392835,0.988967
-4111.63,0.886835,0.663285,3,7,0,4113.19,3.99633,0.0551413,0.168359,0.0838505,0.987223
-4108.06,0.411126,0.832601,2,3,0,4114.3,3.91715,0.0593265,0.152332,0.0668843,0.987043
-4107.61,0.994081,0.329098,3,7,0,4108.87,3.68229,0.0534121,0.146025,0.0636545,0.998715
-4109.29,0.846512,0.535518,2,7,0,4110.08,3.34856,0.0545894,0.144766,0.0644336,0.996625
-4109.43,0.974134,0.608384,3,7,0,4112,4.39029,0.0529563,0.0970892,0.0768361,0.999084
-4113.11,0.241266,0.933933,3,7,0,4119.18,3.47166,0.0715994,0.187095,0.0885455,0.995486
-4113.11,1.22389e-09,1.01344,1,3,1,4114.56,3.47166,0.0715994,0.187095,0.0885455,0.995486
-4113.11,0,2.36645,0,1,1,4117.05,3.47166,0.0715994,0.187095,0.0885455,0.995486
-4111.05,0.996013,0.23333,3,15,0,4115.62,3.45401,0.0486732,0.156978,0.0664438,0.999538
-4110.53,0.991856,0.240446,3,15,0,4114.66,3.45141,0.0862143,0.133524,0.0555776,0.999253
-4108.34,0.997672,0.317494,3,7,0,4111.6,3.42813,0.0677903,0.143353,0.0574822,0.984694
-4110.32,0.702195,0.492335,3,7,0,4112.36,4.19717,0.0657437,0.127244,0.0743794,1.00472
-4108.37,1,0.33633,3,7,0,4111.15,3.89039,0.0479526,0.137411,0.0550941,0.989816
-4107.34,0.777388,0.592372,2,7,0,4111.29,4.48452,0.049744,0.112306,0.0466379,1.0072
-4106.92,0.861181,0.536818,3,7,0,4108.57,4.25071,0.0557317,0.104896,0.0611386,0.987968
-4106.35,0.642741,0.642043,3,7,0,4108.29,4.16532,0.0546277,0.126616,0.0641708,0.995688
-4107.83,0.775293,0.388981,2,7,0,4110.59,3.93152,0.0533038,0.110018,0.0683283,0.990194
-4109.04,0.965464,0.361111,3,15,0,4112.42,5.30538,0.0442115,0.122357,0.0446053,0.983724
-4108.24,0.985477,0.614187,3,15,0,4113.65,4.31408,0.0438022,0.136654,0.0536767,0.990705
-4108.33,0.378035,1.11233,2,3,0,4109.76,4.22954,0.0667405,0.100923,0.0620551,0.998094
-4108.86,0.987026,0.302063,3,7,0,4110.43,3.76658,0.064306,0.103604,0.0681184,0.989248
-4106.87,0.641814,0.551292,3,7,0,4111.98,4.3936,0.0476205,0.107611,0.0579802,0.999722
